,Date,PageViews,Rank,Reach
180,2020-06-27,"{'PerMillion': '67', 'PerUser': '3.10'}",676,{'PerMillion': '770'}
181,2020-06-28,"{'PerMillion': '110', 'PerUser': '3.90'}",442,{'PerMillion': '1000'}
182,2020-06-29,"{'PerMillion': '85', 'PerUser': '2.80'}",430,{'PerMillion': '1300'}
183,2020-06-30,"{'PerMillion': '99', 'PerUser': '3.30'}",430,{'PerMillion': '1300'}
184,2020-07-01,"{'PerMillion': '100', 'PerUser': '3.40'}",427,{'PerMillion': '1200'}
185,2020-07-02,"{'PerMillion': '75', 'PerUser': '2.80'}",499,{'PerMillion': '1100'}
186,2020-07-03,"{'PerMillion': '92', 'PerUser': '2.90'}",425,{'PerMillion': '1200'}
187,2020-07-04,"{'PerMillion': '83', 'PerUser': '2.30'}",434,{'PerMillion': '1300'}
188,2020-07-05,"{'PerMillion': '84', 'PerUser': '2.80'}",492,{'PerMillion': '1100'}
189,2020-07-06,"{'PerMillion': '110', 'PerUser': '3.30'}",397,{'PerMillion': '1400'}
190,2020-07-07,"{'PerMillion': '91', 'PerUser': '3.10'}",457,{'PerMillion': '1300'}
191,2020-07-08,"{'PerMillion': '80', 'PerUser': '2.80'}",458,{'PerMillion': '1200'}
192,2020-07-09,"{'PerMillion': '71', 'PerUser': '2.60'}",487,{'PerMillion': '1200'}
193,2020-07-10,"{'PerMillion': '88', 'PerUser': '2.70'}",411,{'PerMillion': '1300'}
194,2020-07-11,"{'PerMillion': '110', 'PerUser': '3.00'}",403,{'PerMillion': '1300'}
195,2020-07-12,"{'PerMillion': '120', 'PerUser': '3.10'}",362,{'PerMillion': '1400'}
196,2020-07-13,"{'PerMillion': '89', 'PerUser': '3.30'}",465,{'PerMillion': '1100'}
197,2020-07-14,"{'PerMillion': '109', 'PerUser': '3.60'}",401,{'PerMillion': '1300'}
198,2020-07-15,"{'PerMillion': '130', 'PerUser': '3.90'}",351,{'PerMillion': '1400'}
199,2020-07-16,"{'PerMillion': '97', 'PerUser': '3.10'}",392,{'PerMillion': '1300'}
200,2020-07-17,"{'PerMillion': '120', 'PerUser': '3.80'}",372,{'PerMillion': '1300'}
201,2020-07-18,"{'PerMillion': '120', 'PerUser': '3.40'}",380,{'PerMillion': '1300'}
202,2020-07-19,"{'PerMillion': '120', 'PerUser': '2.90'}",352,{'PerMillion': '1500'}
203,2020-07-20,"{'PerMillion': '124', 'PerUser': '3.80'}",354,{'PerMillion': '1400'}
204,2020-07-21,"{'PerMillion': '138', 'PerUser': '4.30'}",350,{'PerMillion': '1400'}
205,2020-07-22,"{'PerMillion': '84', 'PerUser': '2.90'}",444,{'PerMillion': '1300'}
206,2020-07-23,"{'PerMillion': '97', 'PerUser': '3.20'}",408,{'PerMillion': '1300'}
207,2020-07-24,"{'PerMillion': '97', 'PerUser': '2.80'}",372,{'PerMillion': '1400'}
208,2020-07-25,"{'PerMillion': '150', 'PerUser': '4.50'}",360,{'PerMillion': '1200'}
209,2020-07-26,"{'PerMillion': '148', 'PerUser': '4.00'}",350,{'PerMillion': '1300'}
210,2020-07-27,"{'PerMillion': '100', 'PerUser': '3.20'}",389,{'PerMillion': '1400'}
211,2020-07-28,"{'PerMillion': '134', 'PerUser': '3.70'}",321,{'PerMillion': '1600'}
212,2020-07-29,"{'PerMillion': '102', 'PerUser': '3.10'}",367,{'PerMillion': '1400'}
213,2020-07-30,"{'PerMillion': '93.2', 'PerUser': '3.00'}",399,{'PerMillion': '1300'}
214,2020-07-31,"{'PerMillion': '141', 'PerUser': '4.70'}",350,{'PerMillion': '1300'}
215,2020-08-01,"{'PerMillion': '120', 'PerUser': '3.50'}",384,{'PerMillion': '1200'}
216,2020-08-02,"{'PerMillion': '159', 'PerUser': '3.80'}",311,{'PerMillion': '1500'}
217,2020-08-03,"{'PerMillion': '110', 'PerUser': '3.50'}",391,{'PerMillion': '1300'}
218,2020-08-04,"{'PerMillion': '108', 'PerUser': '3.50'}",397,{'PerMillion': '1300'}
219,2020-08-05,"{'PerMillion': '100', 'PerUser': '3.00'}",384,{'PerMillion': '1400'}
220,2020-08-06,"{'PerMillion': '140', 'PerUser': '4.00'}",321,{'PerMillion': '1500'}
221,2020-08-07,"{'PerMillion': '140', 'PerUser': '3.90'}",346,{'PerMillion': '1400'}
222,2020-08-08,"{'PerMillion': '150', 'PerUser': '4.20'}",368,{'PerMillion': '1200'}
223,2020-08-09,"{'PerMillion': '140', 'PerUser': '3.00'}",306,{'PerMillion': '1600'}
224,2020-08-10,"{'PerMillion': '97.5', 'PerUser': '3.00'}",398,{'PerMillion': '1300'}
225,2020-08-11,"{'PerMillion': '98', 'PerUser': '3.00'}",373,{'PerMillion': '1300'}
226,2020-08-12,"{'PerMillion': '94', 'PerUser': '3.00'}",394,{'PerMillion': '1300'}
227,2020-08-13,"{'PerMillion': '88', 'PerUser': '2.80'}",401,{'PerMillion': '1300'}
228,2020-08-14,"{'PerMillion': '98', 'PerUser': '2.90'}",373,{'PerMillion': '1300'}
229,2020-08-15,"{'PerMillion': '180', 'PerUser': '4.10'}",286,{'PerMillion': '1500'}
230,2020-08-16,"{'PerMillion': '170', 'PerUser': '4.80'}",345,{'PerMillion': '1300'}
231,2020-08-17,"{'PerMillion': '110', 'PerUser': '3.50'}",361,{'PerMillion': '1400'}
232,2020-08-18,"{'PerMillion': '118', 'PerUser': '4.00'}",391,{'PerMillion': '1200'}
233,2020-08-19,"{'PerMillion': '101', 'PerUser': '3.30'}",386,{'PerMillion': '1300'}
234,2020-08-20,"{'PerMillion': '110', 'PerUser': '3.10'}",356,{'PerMillion': '1400'}
235,2020-08-21,"{'PerMillion': '110', 'PerUser': '3.20'}",376,{'PerMillion': '1300'}
236,2020-08-22,"{'PerMillion': '110', 'PerUser': '2.90'}",370,{'PerMillion': '1200'}
237,2020-08-23,"{'PerMillion': '120', 'PerUser': '3.50'}",373,{'PerMillion': '1200'}
238,2020-08-24,"{'PerMillion': '100', 'PerUser': '3.10'}",356,{'PerMillion': '1400'}
239,2020-08-25,"{'PerMillion': '97.6', 'PerUser': '3.10'}",375,{'PerMillion': '1300'}
240,2020-08-26,"{'PerMillion': '110', 'PerUser': '3.60'}",368,{'PerMillion': '1300'}
241,2020-08-27,"{'PerMillion': '93', 'PerUser': '3.20'}",409,{'PerMillion': '1200'}
242,2020-08-28,"{'PerMillion': '114', 'PerUser': '3.50'}",364,{'PerMillion': '1300'}
243,2020-08-29,"{'PerMillion': '160', 'PerUser': '4.60'}",337,{'PerMillion': '1200'}
244,2020-08-30,"{'PerMillion': '147', 'PerUser': '3.90'}",322,{'PerMillion': '1300'}
245,2020-08-31,"{'PerMillion': '102', 'PerUser': '3.30'}",372,{'PerMillion': '1300'}
246,2020-09-01,"{'PerMillion': '93', 'PerUser': '2.90'}",370,{'PerMillion': '1400'}
247,2020-09-02,"{'PerMillion': '81', 'PerUser': '2.60'}",389,{'PerMillion': '1300'}
248,2020-09-03,"{'PerMillion': '100', 'PerUser': '3.40'}",388,{'PerMillion': '1200'}
249,2020-09-04,"{'PerMillion': '100', 'PerUser': '3.10'}",382,{'PerMillion': '1300'}
250,2020-09-05,"{'PerMillion': '130', 'PerUser': '3.20'}",311,{'PerMillion': '1500'}
251,2020-09-06,"{'PerMillion': '150', 'PerUser': '3.50'}",294,{'PerMillion': '1500'}
252,2020-09-07,"{'PerMillion': '150', 'PerUser': '4.30'}",327,{'PerMillion': '1400'}
253,2020-09-08,"{'PerMillion': '107', 'PerUser': '4.10'}",405,{'PerMillion': '1100'}
