,Date,PageViews,Rank,Reach
146,2020-05-24,"{'PerMillion': '230', 'PerUser': '8.90'}",511,{'PerMillion': '700'}
147,2020-05-25,"{'PerMillion': '255', 'PerUser': '11.00'}",438,{'PerMillion': '900'}
148,2020-05-26,"{'PerMillion': '266', 'PerUser': '9.80'}",366,{'PerMillion': '1100'}
149,2020-05-27,"{'PerMillion': '342', 'PerUser': '13.00'}",348,{'PerMillion': '1100'}
150,2020-05-28,"{'PerMillion': '481', 'PerUser': '20.00'}",346,{'PerMillion': '990'}
151,2020-05-29,"{'PerMillion': '349', 'PerUser': '14.00'}",361,{'PerMillion': '1000'}
152,2020-05-30,"{'PerMillion': '431', 'PerUser': '17.00'}",386,{'PerMillion': '910'}
153,2020-05-31,"{'PerMillion': '455', 'PerUser': '19.00'}",406,{'PerMillion': '840'}
154,2020-06-01,"{'PerMillion': '395', 'PerUser': '16.00'}",354,{'PerMillion': '1000'}
155,2020-06-02,"{'PerMillion': '314', 'PerUser': '14.00'}",414,{'PerMillion': '910'}
156,2020-06-03,"{'PerMillion': '412', 'PerUser': '18.00'}",393,{'PerMillion': '900'}
157,2020-06-04,"{'PerMillion': '464', 'PerUser': '19.00'}",336,{'PerMillion': '1000'}
158,2020-06-05,"{'PerMillion': '158', 'PerUser': '20.00'}",1179,{'PerMillion': '320'}
159,2020-06-06,"{'PerMillion': '312', 'PerUser': '11.00'}",379,{'PerMillion': '980'}
160,2020-06-07,"{'PerMillion': '486', 'PerUser': '17.00'}",340,{'PerMillion': '990'}
161,2020-06-08,"{'PerMillion': '525', 'PerUser': '18.00'}",288,{'PerMillion': '1200'}
162,2020-06-09,"{'PerMillion': '473', 'PerUser': '15.00'}",272,{'PerMillion': '1300'}
163,2020-06-10,"{'PerMillion': '595', 'PerUser': '18.00'}",258,{'PerMillion': '1300'}
164,2020-06-11,"{'PerMillion': '542', 'PerUser': '17.00'}",272,{'PerMillion': '1300'}
165,2020-06-12,"{'PerMillion': '462', 'PerUser': '15.00'}",289,{'PerMillion': '1200'}
166,2020-06-13,"{'PerMillion': '499', 'PerUser': '15.00'}",291,{'PerMillion': '1200'}
167,2020-06-14,"{'PerMillion': '270', 'PerUser': '19.00'}",690,{'PerMillion': '510'}
168,2020-06-15,"{'PerMillion': '179', 'PerUser': '16.00'}",802,{'PerMillion': '470'}
169,2020-06-16,"{'PerMillion': '501', 'PerUser': '15.00'}",268,{'PerMillion': '1400'}
170,2020-06-17,"{'PerMillion': '503', 'PerUser': '16.00'}",269,{'PerMillion': '1300'}
171,2020-06-18,"{'PerMillion': '415', 'PerUser': '13.00'}",282,{'PerMillion': '1300'}
172,2020-06-19,"{'PerMillion': '458', 'PerUser': '15.00'}",300,{'PerMillion': '1200'}
173,2020-06-20,"{'PerMillion': '503', 'PerUser': '16.00'}",309,{'PerMillion': '1100'}
174,2020-06-21,"{'PerMillion': '597', 'PerUser': '18.00'}",279,{'PerMillion': '1200'}
175,2020-06-22,"{'PerMillion': '588', 'PerUser': '15.00'}",232,{'PerMillion': '1600'}
176,2020-06-23,"{'PerMillion': '543', 'PerUser': '17.00'}",261,{'PerMillion': '1400'}
177,2020-06-24,"{'PerMillion': '596', 'PerUser': '19.00'}",268,{'PerMillion': '1300'}
178,2020-06-25,"{'PerMillion': '545', 'PerUser': '16.00'}",254,{'PerMillion': '1400'}
179,2020-06-26,"{'PerMillion': '608', 'PerUser': '17.00'}",241,{'PerMillion': '1400'}
180,2020-06-27,"{'PerMillion': '652', 'PerUser': '19.00'}",265,{'PerMillion': '1300'}
181,2020-06-28,"{'PerMillion': '740', 'PerUser': '19.00'}",245,{'PerMillion': '1400'}
182,2020-06-29,"{'PerMillion': '665', 'PerUser': '18.00'}",235,{'PerMillion': '1600'}
183,2020-06-30,"{'PerMillion': '501', 'PerUser': '14.00'}",260,{'PerMillion': '1500'}
184,2020-07-01,"{'PerMillion': '495', 'PerUser': '15.00'}",272,{'PerMillion': '1400'}
185,2020-07-02,"{'PerMillion': '527', 'PerUser': '17.00'}",274,{'PerMillion': '1300'}
186,2020-07-03,"{'PerMillion': '533', 'PerUser': '15.00'}",249,{'PerMillion': '1400'}
187,2020-07-04,"{'PerMillion': '490', 'PerUser': '16.00'}",290,{'PerMillion': '1100'}
188,2020-07-05,"{'PerMillion': '743', 'PerUser': '21.00'}",261,{'PerMillion': '1300'}
189,2020-07-06,"{'PerMillion': '683', 'PerUser': '19.00'}",236,{'PerMillion': '1500'}
190,2020-07-07,"{'PerMillion': '699', 'PerUser': '20.00'}",240,{'PerMillion': '1500'}
191,2020-07-08,"{'PerMillion': '564', 'PerUser': '17.00'}",251,{'PerMillion': '1400'}
192,2020-07-09,"{'PerMillion': '597', 'PerUser': '17.00'}",250,{'PerMillion': '1500'}
193,2020-07-10,"{'PerMillion': '646', 'PerUser': '19.00'}",248,{'PerMillion': '1400'}
194,2020-07-11,"{'PerMillion': '586', 'PerUser': '19.00'}",286,{'PerMillion': '1100'}
195,2020-07-12,"{'PerMillion': '650', 'PerUser': '19.00'}",269,{'PerMillion': '1200'}
196,2020-07-13,"{'PerMillion': '637', 'PerUser': '18.00'}",230,{'PerMillion': '1600'}
197,2020-07-14,"{'PerMillion': '605', 'PerUser': '16.00'}",225,{'PerMillion': '1600'}
198,2020-07-15,"{'PerMillion': '720', 'PerUser': '19.00'}",218,{'PerMillion': '1600'}
199,2020-07-16,"{'PerMillion': '589', 'PerUser': '18.00'}",255,{'PerMillion': '1400'}
200,2020-07-17,"{'PerMillion': '671', 'PerUser': '19.00'}",237,{'PerMillion': '1400'}
201,2020-07-18,"{'PerMillion': '651', 'PerUser': '20.00'}",266,{'PerMillion': '1200'}
202,2020-07-19,"{'PerMillion': '627', 'PerUser': '18.00'}",266,{'PerMillion': '1300'}
203,2020-07-20,"{'PerMillion': '630', 'PerUser': '17.00'}",224,{'PerMillion': '1600'}
204,2020-07-21,"{'PerMillion': '709', 'PerUser': '20.00'}",235,{'PerMillion': '1500'}
205,2020-07-22,"{'PerMillion': '536', 'PerUser': '17.00'}",264,{'PerMillion': '1400'}
206,2020-07-23,"{'PerMillion': '573', 'PerUser': '18.00'}",261,{'PerMillion': '1400'}
207,2020-07-24,"{'PerMillion': '560', 'PerUser': '15.00'}",240,{'PerMillion': '1500'}
208,2020-07-25,"{'PerMillion': '543', 'PerUser': '15.00'}",269,{'PerMillion': '1300'}
209,2020-07-26,"{'PerMillion': '513', 'PerUser': '15.00'}",281,{'PerMillion': '1300'}
210,2020-07-27,"{'PerMillion': '630', 'PerUser': '17.00'}",213,{'PerMillion': '1700'}
211,2020-07-28,"{'PerMillion': '665', 'PerUser': '19.00'}",230,{'PerMillion': '1500'}
212,2020-07-29,"{'PerMillion': '686', 'PerUser': '19.00'}",219,{'PerMillion': '1600'}
213,2020-07-30,"{'PerMillion': '537', 'PerUser': '15.00'}",243,{'PerMillion': '1500'}
214,2020-07-31,"{'PerMillion': '584', 'PerUser': '17.00'}",232,{'PerMillion': '1500'}
215,2020-08-01,"{'PerMillion': '405', 'PerUser': '14.00'}",317,{'PerMillion': '1100'}
216,2020-08-02,"{'PerMillion': '587', 'PerUser': '15.00'}",244,{'PerMillion': '1400'}
217,2020-08-03,"{'PerMillion': '649', 'PerUser': '19.00'}",234,{'PerMillion': '1500'}
218,2020-08-04,"{'PerMillion': '650', 'PerUser': '18.00'}",226,{'PerMillion': '1600'}
219,2020-08-05,"{'PerMillion': '626', 'PerUser': '16.00'}",209,{'PerMillion': '1700'}
220,2020-08-06,"{'PerMillion': '537', 'PerUser': '15.00'}",243,{'PerMillion': '1500'}
221,2020-08-07,"{'PerMillion': '598', 'PerUser': '18.00'}",258,{'PerMillion': '1400'}
222,2020-08-08,"{'PerMillion': '456', 'PerUser': '13.00'}",289,{'PerMillion': '1200'}
223,2020-08-09,"{'PerMillion': '563', 'PerUser': '15.00'}",264,{'PerMillion': '1300'}
224,2020-08-10,"{'PerMillion': '629', 'PerUser': '17.00'}",221,{'PerMillion': '1500'}
225,2020-08-11,"{'PerMillion': '593', 'PerUser': '16.00'}",225,{'PerMillion': '1500'}
226,2020-08-12,"{'PerMillion': '527', 'PerUser': '14.00'}",231,{'PerMillion': '1500'}
227,2020-08-13,"{'PerMillion': '567', 'PerUser': '16.00'}",229,{'PerMillion': '1500'}
228,2020-08-14,"{'PerMillion': '547', 'PerUser': '18.00'}",260,{'PerMillion': '1200'}
229,2020-08-15,"{'PerMillion': '585', 'PerUser': '16.00'}",261,{'PerMillion': '1200'}
230,2020-08-16,"{'PerMillion': '536', 'PerUser': '16.00'}",285,{'PerMillion': '1200'}
231,2020-08-17,"{'PerMillion': '535', 'PerUser': '16.00'}",243,{'PerMillion': '1400'}
232,2020-08-18,"{'PerMillion': '549', 'PerUser': '17.00'}",252,{'PerMillion': '1300'}
233,2020-08-19,"{'PerMillion': '590', 'PerUser': '18.00'}",241,{'PerMillion': '1300'}
234,2020-08-20,"{'PerMillion': '527', 'PerUser': '17.00'}",260,{'PerMillion': '1200'}
235,2020-08-21,"{'PerMillion': '418', 'PerUser': '14.00'}",291,{'PerMillion': '1200'}
236,2020-08-22,"{'PerMillion': '313', 'PerUser': '12.00'}",376,{'PerMillion': '860'}
237,2020-08-23,"{'PerMillion': '421', 'PerUser': '12.00'}",289,{'PerMillion': '1200'}
238,2020-08-24,"{'PerMillion': '530', 'PerUser': '16.00'}",239,{'PerMillion': '1400'}
239,2020-08-25,"{'PerMillion': '663', 'PerUser': '20.00'}",231,{'PerMillion': '1400'}
240,2020-08-26,"{'PerMillion': '523', 'PerUser': '16.00'}",246,{'PerMillion': '1400'}
241,2020-08-27,"{'PerMillion': '516', 'PerUser': '16.00'}",250,{'PerMillion': '1300'}
242,2020-08-28,"{'PerMillion': '161', 'PerUser': '16.00'}",901,{'PerMillion': '390'}
243,2020-08-29,"{'PerMillion': '593', 'PerUser': '19.00'}",269,{'PerMillion': '1100'}
244,2020-08-30,"{'PerMillion': '505', 'PerUser': '15.00'}",262,{'PerMillion': '1200'}
245,2020-08-31,"{'PerMillion': '524', 'PerUser': '16.00'}",237,{'PerMillion': '1400'}
246,2020-09-01,"{'PerMillion': '634', 'PerUser': '19.00'}",221,{'PerMillion': '1400'}
247,2020-09-02,"{'PerMillion': '577', 'PerUser': '18.00'}",231,{'PerMillion': '1400'}
248,2020-09-03,"{'PerMillion': '611', 'PerUser': '18.00'}",230,{'PerMillion': '1400'}
249,2020-09-04,"{'PerMillion': '540', 'PerUser': '20.00'}",284,{'PerMillion': '1100'}
250,2020-09-05,"{'PerMillion': '503', 'PerUser': '17.00'}",279,{'PerMillion': '1100'}
251,2020-09-06,"{'PerMillion': '491', 'PerUser': '16.00'}",282,{'PerMillion': '1100'}
252,2020-09-07,"{'PerMillion': '421', 'PerUser': '14.00'}",286,{'PerMillion': '1200'}
253,2020-09-08,"{'PerMillion': '592', 'PerUser': '19.00'}",246,{'PerMillion': '1300'}
254,2020-09-09,"{'PerMillion': '569', 'PerUser': '19.00'}",258,{'PerMillion': '1300'}
255,2020-09-10,"{'PerMillion': '543', 'PerUser': '18.00'}",243,{'PerMillion': '1300'}
256,2020-09-11,"{'PerMillion': '503', 'PerUser': '19.00'}",300,{'PerMillion': '1100'}
257,2020-09-12,"{'PerMillion': '525', 'PerUser': '20.00'}",318,{'PerMillion': '960'}
258,2020-09-13,"{'PerMillion': '601', 'PerUser': '19.00'}",269,{'PerMillion': '1200'}
259,2020-09-14,"{'PerMillion': '575', 'PerUser': '19.00'}",246,{'PerMillion': '1300'}
260,2020-09-15,"{'PerMillion': '617', 'PerUser': '20.00'}",243,{'PerMillion': '1300'}
261,2020-09-16,"{'PerMillion': '631', 'PerUser': '19.00'}",230,{'PerMillion': '1400'}
262,2020-09-17,"{'PerMillion': '171', 'PerUser': '21.00'}",970,{'PerMillion': '350'}
263,2020-09-18,"{'PerMillion': '371', 'PerUser': '14.00'}",312,{'PerMillion': '1100'}
264,2020-09-19,"{'PerMillion': '539', 'PerUser': '19.00'}",288,{'PerMillion': '1100'}
265,2020-09-20,"{'PerMillion': '527', 'PerUser': '17.00'}",279,{'PerMillion': '1100'}
266,2020-09-21,"{'PerMillion': '435', 'PerUser': '16.00'}",291,{'PerMillion': '1100'}
267,2020-09-22,"{'PerMillion': '525', 'PerUser': '19.00'}",278,{'PerMillion': '1100'}
268,2020-09-23,"{'PerMillion': '468', 'PerUser': '18.00'}",298,{'PerMillion': '1100'}
269,2020-09-24,"{'PerMillion': '473', 'PerUser': '17.00'}",288,{'PerMillion': '1200'}
270,2020-09-25,"{'PerMillion': '438', 'PerUser': '19.00'}",327,{'PerMillion': '1000'}
271,2020-09-26,"{'PerMillion': '383', 'PerUser': '14.00'}",329,{'PerMillion': '980'}
272,2020-09-27,"{'PerMillion': '638', 'PerUser': '23.00'}",300,{'PerMillion': '1000'}
273,2020-09-28,"{'PerMillion': '496', 'PerUser': '17.00'}",259,{'PerMillion': '1300'}
