,Date,PageViews,Rank,Reach
158,2020-06-05,"{'PerMillion': '37', 'PerUser': '3.00'}",1205,{'PerMillion': '480'}
159,2020-06-06,"{'PerMillion': '43', 'PerUser': '4.10'}",1411,{'PerMillion': '380'}
160,2020-06-07,"{'PerMillion': '33', 'PerUser': '3.90'}",1797,{'PerMillion': '300'}
161,2020-06-08,"{'PerMillion': '39', 'PerUser': '3.80'}",1295,{'PerMillion': '430'}
162,2020-06-09,"{'PerMillion': '29', 'PerUser': '3.30'}",1644,{'PerMillion': '350'}
163,2020-06-10,"{'PerMillion': '25', 'PerUser': '3.00'}",1790,{'PerMillion': '330'}
164,2020-06-11,"{'PerMillion': '29', 'PerUser': '3.10'}",1530,{'PerMillion': '380'}
165,2020-06-12,"{'PerMillion': '23', 'PerUser': '3.20'}",2104,{'PerMillion': '280'}
166,2020-06-13,"{'PerMillion': '49', 'PerUser': '3.40'}",1041,{'PerMillion': '520'}
167,2020-06-14,"{'PerMillion': '63', 'PerUser': '4.40'}",1002,{'PerMillion': '500'}
168,2020-06-15,"{'PerMillion': '38', 'PerUser': '3.70'}",1279,{'PerMillion': '440'}
169,2020-06-16,"{'PerMillion': '42', 'PerUser': '3.70'}",1191,{'PerMillion': '470'}
170,2020-06-17,"{'PerMillion': '30', 'PerUser': '3.20'}",1542,{'PerMillion': '380'}
171,2020-06-18,"{'PerMillion': '46', 'PerUser': '3.70'}",1063,{'PerMillion': '510'}
172,2020-06-19,"{'PerMillion': '33', 'PerUser': '3.00'}",1303,{'PerMillion': '440'}
173,2020-06-20,"{'PerMillion': '45', 'PerUser': '4.10'}",1357,{'PerMillion': '390'}
174,2020-06-21,"{'PerMillion': '32', 'PerUser': '3.10'}",1585,{'PerMillion': '360'}
175,2020-06-22,"{'PerMillion': '43', 'PerUser': '3.40'}",1073,{'PerMillion': '530'}
176,2020-06-23,"{'PerMillion': '46', 'PerUser': '3.70'}",1055,{'PerMillion': '520'}
177,2020-06-24,"{'PerMillion': '46', 'PerUser': '3.70'}",1062,{'PerMillion': '520'}
178,2020-06-25,"{'PerMillion': '39', 'PerUser': '3.50'}",1194,{'PerMillion': '460'}
179,2020-06-26,"{'PerMillion': '45', 'PerUser': '3.10'}",965,{'PerMillion': '570'}
180,2020-06-27,"{'PerMillion': '61', 'PerUser': '4.30'}",978,{'PerMillion': '510'}
181,2020-06-28,"{'PerMillion': '38', 'PerUser': '3.10'}",1317,{'PerMillion': '430'}
182,2020-06-29,"{'PerMillion': '32', 'PerUser': '3.50'}",1506,{'PerMillion': '370'}
183,2020-06-30,"{'PerMillion': '45', 'PerUser': '3.90'}",1163,{'PerMillion': '480'}
184,2020-07-01,"{'PerMillion': '32', 'PerUser': '3.00'}",1333,{'PerMillion': '450'}
185,2020-07-02,"{'PerMillion': '34', 'PerUser': '3.20'}",1364,{'PerMillion': '440'}
186,2020-07-03,"{'PerMillion': '40', 'PerUser': '2.90'}",1086,{'PerMillion': '540'}
187,2020-07-04,"{'PerMillion': '47', 'PerUser': '2.90'}",982,{'PerMillion': '590'}
188,2020-07-05,"{'PerMillion': '36', 'PerUser': '3.20'}",1476,{'PerMillion': '410'}
189,2020-07-06,"{'PerMillion': '34', 'PerUser': '2.80'}",1193,{'PerMillion': '520'}
190,2020-07-07,"{'PerMillion': '38', 'PerUser': '3.50'}",1240,{'PerMillion': '470'}
191,2020-07-08,"{'PerMillion': '29', 'PerUser': '3.10'}",1513,{'PerMillion': '400'}
192,2020-07-09,"{'PerMillion': '38', 'PerUser': '3.10'}",1137,{'PerMillion': '510'}
193,2020-07-10,"{'PerMillion': '52', 'PerUser': '3.70'}",923,{'PerMillion': '570'}
194,2020-07-11,"{'PerMillion': '44', 'PerUser': '3.30'}",1138,{'PerMillion': '490'}
195,2020-07-12,"{'PerMillion': '43', 'PerUser': '3.50'}",1261,{'PerMillion': '450'}
196,2020-07-13,"{'PerMillion': '28', 'PerUser': '3.30'}",1599,{'PerMillion': '370'}
197,2020-07-14,"{'PerMillion': '30', 'PerUser': '3.10'}",1497,{'PerMillion': '400'}
198,2020-07-15,"{'PerMillion': '51', 'PerUser': '4.00'}",1013,{'PerMillion': '550'}
199,2020-07-16,"{'PerMillion': '60', 'PerUser': '4.10'}",833,{'PerMillion': '610'}
200,2020-07-17,"{'PerMillion': '29', 'PerUser': '2.90'}",1473,{'PerMillion': '410'}
201,2020-07-18,"{'PerMillion': '44', 'PerUser': '3.00'}",1078,{'PerMillion': '540'}
202,2020-07-19,"{'PerMillion': '61', 'PerUser': '3.80'}",908,{'PerMillion': '580'}
203,2020-07-20,"{'PerMillion': '36', 'PerUser': '3.00'}",1193,{'PerMillion': '510'}
204,2020-07-21,"{'PerMillion': '43', 'PerUser': '3.40'}",1043,{'PerMillion': '560'}
205,2020-07-22,"{'PerMillion': '51', 'PerUser': '3.90'}",981,{'PerMillion': '560'}
206,2020-07-23,"{'PerMillion': '70', 'PerUser': '6.30'}",1014,{'PerMillion': '470'}
207,2020-07-24,"{'PerMillion': '36', 'PerUser': '3.20'}",1226,{'PerMillion': '470'}
208,2020-07-25,"{'PerMillion': '78', 'PerUser': '5.60'}",935,{'PerMillion': '510'}
209,2020-07-26,"{'PerMillion': '42', 'PerUser': '3.40'}",1278,{'PerMillion': '450'}
210,2020-07-27,"{'PerMillion': '57', 'PerUser': '3.70'}",792,{'PerMillion': '670'}
211,2020-07-28,"{'PerMillion': '43', 'PerUser': '3.60'}",1090,{'PerMillion': '520'}
212,2020-07-29,"{'PerMillion': '34', 'PerUser': '3.70'}",1450,{'PerMillion': '400'}
213,2020-07-30,"{'PerMillion': '40', 'PerUser': '4.00'}",1281,{'PerMillion': '440'}
214,2020-07-31,"{'PerMillion': '59', 'PerUser': '4.80'}",970,{'PerMillion': '520'}
215,2020-08-01,"{'PerMillion': '74', 'PerUser': '4.70'}",834,{'PerMillion': '570'}
216,2020-08-02,"{'PerMillion': '49', 'PerUser': '3.50'}",1096,{'PerMillion': '510'}
217,2020-08-03,"{'PerMillion': '38', 'PerUser': '3.20'}",1150,{'PerMillion': '510'}
218,2020-08-04,"{'PerMillion': '44', 'PerUser': '3.60'}",1081,{'PerMillion': '520'}
219,2020-08-05,"{'PerMillion': '48', 'PerUser': '3.70'}",1014,{'PerMillion': '550'}
220,2020-08-06,"{'PerMillion': '44', 'PerUser': '3.30'}",1017,{'PerMillion': '550'}
221,2020-08-07,"{'PerMillion': '42', 'PerUser': '3.00'}",1018,{'PerMillion': '580'}
222,2020-08-08,"{'PerMillion': '39', 'PerUser': '3.60'}",1456,{'PerMillion': '380'}
223,2020-08-09,"{'PerMillion': '60', 'PerUser': '4.50'}",1102,{'PerMillion': '470'}
224,2020-08-10,"{'PerMillion': '37', 'PerUser': '2.80'}",1029,{'PerMillion': '550'}
225,2020-08-11,"{'PerMillion': '44', 'PerUser': '3.40'}",964,{'PerMillion': '540'}
226,2020-08-12,"{'PerMillion': '57', 'PerUser': '5.10'}",1046,{'PerMillion': '460'}
227,2020-08-13,"{'PerMillion': '49', 'PerUser': '4.10'}",1031,{'PerMillion': '480'}
228,2020-08-14,"{'PerMillion': '46', 'PerUser': '3.20'}",929,{'PerMillion': '570'}
229,2020-08-15,"{'PerMillion': '61', 'PerUser': '3.30'}",753,{'PerMillion': '640'}
230,2020-08-16,"{'PerMillion': '51', 'PerUser': '3.40'}",960,{'PerMillion': '530'}
231,2020-08-17,"{'PerMillion': '52', 'PerUser': '3.80'}",884,{'PerMillion': '570'}
232,2020-08-18,"{'PerMillion': '29', 'PerUser': '4.10'}",1846,{'PerMillion': '290'}
233,2020-08-19,"{'PerMillion': '34', 'PerUser': '3.00'}",1185,{'PerMillion': '480'}
234,2020-08-20,"{'PerMillion': '52', 'PerUser': '3.60'}",835,{'PerMillion': '590'}
235,2020-08-21,"{'PerMillion': '40', 'PerUser': '4.10'}",1348,{'PerMillion': '370'}
236,2020-08-22,"{'PerMillion': '50', 'PerUser': '3.50'}",1024,{'PerMillion': '480'}
237,2020-08-23,"{'PerMillion': '54', 'PerUser': '3.60'}",1004,{'PerMillion': '490'}
238,2020-08-24,"{'PerMillion': '34', 'PerUser': '3.10'}",1238,{'PerMillion': '450'}
239,2020-08-25,"{'PerMillion': '25', 'PerUser': '3.80'}",1978,{'PerMillion': '280'}
240,2020-08-26,"{'PerMillion': '48', 'PerUser': '4.00'}",1024,{'PerMillion': '490'}
241,2020-08-27,"{'PerMillion': '51', 'PerUser': '4.10'}",965,{'PerMillion': '500'}
242,2020-08-28,"{'PerMillion': '33', 'PerUser': '3.60'}",1445,{'PerMillion': '370'}
243,2020-08-29,"{'PerMillion': '49', 'PerUser': '3.20'}",936,{'PerMillion': '550'}
244,2020-08-30,"{'PerMillion': '50', 'PerUser': '3.80'}",1061,{'PerMillion': '470'}
245,2020-08-31,"{'PerMillion': '49', 'PerUser': '3.80'}",923,{'PerMillion': '550'}
246,2020-09-01,"{'PerMillion': '43', 'PerUser': '4.50'}",1315,{'PerMillion': '400'}
247,2020-09-02,"{'PerMillion': '42', 'PerUser': '3.50'}",1044,{'PerMillion': '500'}
248,2020-09-03,"{'PerMillion': '47', 'PerUser': '3.70'}",941,{'PerMillion': '530'}
249,2020-09-04,"{'PerMillion': '43', 'PerUser': '3.20'}",946,{'PerMillion': '550'}
250,2020-09-05,"{'PerMillion': '57', 'PerUser': '4.10'}",956,{'PerMillion': '500'}
251,2020-09-06,"{'PerMillion': '36', 'PerUser': '2.80'}",1186,{'PerMillion': '470'}
252,2020-09-07,"{'PerMillion': '34', 'PerUser': '3.90'}",1535,{'PerMillion': '350'}
253,2020-09-08,"{'PerMillion': '30', 'PerUser': '3.00'}",1388,{'PerMillion': '420'}
254,2020-09-09,"{'PerMillion': '29', 'PerUser': '3.50'}",1536,{'PerMillion': '360'}
255,2020-09-10,"{'PerMillion': '42', 'PerUser': '3.80'}",1117,{'PerMillion': '460'}
256,2020-09-11,"{'PerMillion': '33', 'PerUser': '3.50'}",1412,{'PerMillion': '380'}
257,2020-09-12,"{'PerMillion': '35', 'PerUser': '3.00'}",1270,{'PerMillion': '430'}
258,2020-09-13,"{'PerMillion': '40', 'PerUser': '3.00'}",1157,{'PerMillion': '470'}
259,2020-09-14,"{'PerMillion': '36', 'PerUser': '3.90'}",1365,{'PerMillion': '380'}
260,2020-09-15,"{'PerMillion': '38', 'PerUser': '3.60'}",1207,{'PerMillion': '450'}
261,2020-09-16,"{'PerMillion': '44', 'PerUser': '3.70'}",1038,{'PerMillion': '500'}
262,2020-09-17,"{'PerMillion': '37', 'PerUser': '3.60'}",1213,{'PerMillion': '430'}
263,2020-09-18,"{'PerMillion': '32', 'PerUser': '3.20'}",1371,{'PerMillion': '400'}
264,2020-09-19,"{'PerMillion': '34', 'PerUser': '3.50'}",1539,{'PerMillion': '360'}
265,2020-09-20,"{'PerMillion': '47', 'PerUser': '4.30'}",1285,{'PerMillion': '400'}
